participant,session,condition,totalAmountOfMovementP1,totalAmountOfMovementP2
12,1,post,1.4866556731562488,
12,2,post,1.2834831740824266,
12,3,post,1.219454739445855,
12,4,post,1.2292018012186927,
12,5,post,1.453020175312563,
12,6,post,1.2406920044814107,
12,7,post,1.2515201498325437,
12,8,post,1.250945310470324,
12,9,post,1.254736314284834,
12,10,post,1.198112655547905,
13,1,pre,1.6536462163840495,
13,2,pre,1.5141987598716504,
13,3,pre,1.528407582030224,
13,4,pre,1.38767353457083,
13,5,pre,1.323491531726265,
13,6,pre,1.5186574745760688,
13,7,pre,1.4818809363778414,
13,8,pre,1.3261734756867305,
13,9,pre,1.2662078345046237,
13,10,pre,1.3792440290515358,
13,1,integration,0.9859790821636468,2.039578068490348
13,2,integration,0.7004179082807606,1.8105866911876027
13,3,integration,0.8701213857374714,1.839988298385908
13,4,integration,1.0154802681087485,1.6293025523008424
13,5,integration,0.9763739026366498,1.72078836067387
13,6,integration,0.8102610608795889,1.7036548043902546
13,7,integration,0.8792966328504095,1.8122473959970684
13,8,integration,0.9113484414382308,2.0099080876851145
13,9,integration,0.9684713076296434,1.8370475101909864
13,10,integration,1.1958858415064817,1.5095372333817925
13,11,integration,1.0045677863478275,1.7292661373854217
13,12,integration,1.1890064193284495,1.7570144934199754
13,13,integration,1.1747742244419397,1.764601257010539
13,14,integration,1.153336793976309,1.5720102437059915
13,15,integration,1.397878327516133,1.2799947432572447
13,16,integration,1.116490888958481,2.2374690645167625
13,17,integration,1.10735321831032,1.675020597229952
13,18,integration,1.0313530500554855,1.5173460359245858
13,19,integration,1.207082666181652,1.331228547498612
13,20,integration,1.3729229431286756,1.263666292870638
13,21,integration,1.4515814848332234,1.2556307902736707
13,22,integration,1.3208957421769507,1.688640123773392
13,23,integration,1.1272568364391815,1.4298374885834282
13,24,integration,1.2740801165064763,1.4987030314850578
13,25,integration,1.4150895050081391,1.398695232124565
13,26,integration,1.223855788792208,1.4583821834043174
13,27,integration,1.1788862956129371,1.5314391486421992
13,28,integration,1.307988265986196,1.4934898047283431
13,29,integration,1.3527832058217586,1.260736726652902
13,30,integration,1.3185920160457831,1.4348435471422425
13,31,integration,1.4978374208369911,1.305449989292117
13,32,integration,1.2376100582113847,1.5620069905190488
13,1,compatibility,1.2041705360515662,1.5042776474263178
13,2,compatibility,1.647860611357118,1.1498837663984585
13,1,post,1.380004917552786,
13,2,post,1.3189913447035615,
13,3,post,1.361895421252747,
13,4,post,1.5736173066956682,
13,5,post,1.473492507383348,
13,6,post,1.514756661420562,
13,7,post,1.3778959928257384,
13,8,post,1.445838197429569,
13,9,post,1.3880459414423192,
13,10,post,1.5849681220731413,
